uf;localidade;CEP;expr.;rodo;tarifa;frap;distribuidor;redespacho
MG;TOCOS DO MOJI;37563000; 05; 06;Interior;Nao;FL JAD BELO HORIZONTE;
MG;TOLEDO;37630000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;TOMBOS;36844000; 03; 04;Capital;Nao;CO ITAPERUNA 01;
MG;TRES CORACOES;37410000; 01; 02;Capital;Sim;CO TRES CORACOES 01;
MG;TRES MARIAS;39205000; 04; 05;Interior;Nao;CO CURVELO 01;
MG;TRES PONTAS;37190000; 03; 04;Interior;Sim;CO VARGINHA 01;
MG;TUMIRITINGA;35125000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;TUPACIGUARA;38430000; 03; 04;Interior;Nao;HB UBERLANDIA;
MG;TURMALINA;39660000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;TURVOLANDIA;37496000; 10; 12;Interior;Nao;CO POUSO ALEGRE 01;
MG;UBA;36500000; 02; 03;Capital;Sim;CO UBA 01;
MG;UBAI;39320000; 06; 07;Interior;Nao;CO MONTES CLAROS 01;
MG;UBAPORANGA;35338000; 03; 04;Interior;Sim;CO IPATINGA 01;
MG;UBERABA;38000000 a 38099999; 01; 02;Capital;Sim;CO UBERABA 01;
MG;UBERLANDIA;38407180; 01; 02;Capital;Sim;HB UBERLANDIA;
MG;UBERLANDIA;38407181 a 38415999; 01; 02;Capital;Sim;HB UBERLANDIA;
MG;UBERLANDIA;38400001 a 38407179; 01; 02;Capital;Sim;HB UBERLANDIA;
MG;UMBURATIBA;39878000; 04; 05;Interior;Nao;CO TEOFILO OTONI 01;
MG;UNAI;38610000; 06; 07;Interior;Sim;CO PATOS DE MINAS 01;
MG;UNIAO DE MINAS;38288000; 03; 04;Interior;Nao;CO ITUIUTABA 01;
MG;URUANA DE MINAS;38630000; 03; 04;Interior;Nao;FL JAD BELO HORIZONTE;
MG;URUCANIA;35380000; 04; 05;Interior;Nao;CO PONTE NOVA 01;
MG;URUCUIA;39315000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VARGEM ALEGRE;35199000; 03; 04;Interior;Sim;CO IPATINGA 01;
MG;VARGEM BONITA;37922000; 06; 07;Interior;Sim;CO SAO SEB PARAISO 01;
MG;VARGEM GRANDE DO RIO PARDO;39535000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VARGINHA;37000000 a 37109999; 01; 02;Capital;Sim;CO VARGINHA 01;
MG;VARJAO DE MINAS;38794000; 04; 05;Interior;Sim;CO PATOS DE MINAS 01;
MG;VARZEA DA PALMA;39260000; 04; 05;Interior;Nao;CO CURVELO 01;
MG;VARZELANDIA;39450000; 04; 05;Interior;Sim;CO MONTES CLAROS 01;
MG;VAZANTE;38780000; 06; 07;Interior;Sim;CO PATOS DE MINAS 01;
MG;VERDELANDIA;39458000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VEREDINHA;39663000; 05; 06;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VERISSIMO;38150000; 03; 04;Interior;Nao;CO UBERABA 01;
MG;VERMELHO NOVO;35359000; 04; 05;Interior;Sim;CO IPATINGA 01;
MG;VESPASIANO;33200000; 03; 04;Capital;Sim;CO SANTA LUZIA 01;
MG;VICOSA;36570000; 02; 03;Capital;Sim;CO VICOSA 02;
MG;VIEIRAS;36895000; 05; 06;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VIRGEM DA LAPA;39630000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VIRGINIA;37465000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VIRGINOPOLIS;39730000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VIRGOLANDIA;39715000; 04; 05;Interior;Nao;FL JAD BELO HORIZONTE;
MG;VISCONDE DO RIO BRANCO;36520000; 02; 03;Capital;Sim;CO VISCONDE DO RIO BRANCO 01;
MG;VOLTA GRANDE;36720000; 03; 04;Interior;Nao;FL JAD BELO HORIZONTE;
MG;WENCESLAU BRAZ;37512000; 03; 04;Interior;Sim;CO ITAJUBA 01;
MS;AGUA CLARA;79680000; 03; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;ALCINOPOLIS;79530000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;AMAMBAI;79990000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;ANASTACIO;79210000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;ANAURILANDIA;79770000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;ANGELICA;79785000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;ANTONIO JOAO;79910000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;APARECIDA DO TABOADO;79570000; 05; 07;Interior;Sim;CO TRES LAGOAS 01;
MS;AQUIDAUANA;79200000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;ARAL MOREIRA;79930000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;BANDEIRANTES;79430000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;BATAGUASSU;79780000; 07; 09;Interior;Sim;CO TRES LAGOAS 01;
MS;BATAYPORA;79760000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;BELA VISTA;79260000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;BODOQUENA;79390000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;BONITO;79290000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;BRASILANDIA;79670000; 05; 07;Interior;Sim;CO TRES LAGOAS 01;
MS;CAARAPO;79940000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;CAMAPUA;79420000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;CAMPO GRANDE;79000001 a 79124999; 02; 10;Capital;Sim;CO CAMPO GRANDE 02;
MS;CARACOL;79270000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;CASSILANDIA;79540000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;CHAPADAO DO SUL;79560000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;CORGUINHO;79460000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;CORONEL SAPUCAIA;79995000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;CORUMBA;79300001 a 79349999; 04; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;COSTA RICA;79550000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;COXIM;79400000; 03; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;DEODAPOLIS;79790000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;DOIS IRMAOS DO BURITI;79215000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;DOURADINA;79880000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;DOURADOS;79800001 a 79849999; 02; 08;Capital;Sim;CO DOURADOS 01;
MS;ELDORADO;79970000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;FATIMA DO SUL;79700000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;FIGUEIRAO;79428000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;GLORIA DE DOURADOS;79730000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;GUIA LOPES DA LAGUNA;79230000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;IGUATEMI;79960000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;INOCENCIA;79580000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;ITAPORA;79890000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;ITAQUIRAI;79965000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;IVINHEMA;79740000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;JAPORA;79985000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;JARAGUARI;79440000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;JARDIM;79240000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;JATEI;79720000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;JUTI;79955000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;LADARIO;79370000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;LAGUNA CARAPA;79920000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;MARACAJU;79150000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;MIRANDA;79380000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;MUNDO NOVO;79980000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;NAVIRAI;79950000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;NIOAQUE;79220000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;NOVA ALVORADA DO SUL;79140000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;NOVA ANDRADINA;79750000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;NOVO HORIZONTE DO SUL;79745000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;PARAISO;79552000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;PARANAIBA;79500000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;PARANHOS;79925000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;PEDRO GOMES;79410000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;PONTA PORA;79900001 a 79907999; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;PORTO MURTINHO;79280000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;RIBAS DO RIO PARDO;79180000; 06; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;RIO BRILHANTE;79130000; 06; 10;Interior;Nao;CO DOURADOS 01;
MS;RIO NEGRO;79470000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;RIO VERDE DE MATO GROSSO;79480000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;ROCHEDO;79450000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;SANTA RITA DO PARDO;79690000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;SAO GABRIEL DO OESTE;79490000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;SELVIRIA;79590000; 05; 07;Interior;Sim;CO TRES LAGOAS 01;
MS;SETE QUEDAS;79935000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;SIDROLANDIA;79170000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;SONORA;79415000; 07; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;TACURU;79975000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;TAQUARUSSU;79765000; 03; 08;Interior;Nao;CO DOURADOS 01;
MS;TERENOS;79190000; 05; 15;Interior;Nao;CO CAMPO GRANDE 02;
MS;TRES LAGOAS;79600000 a 79649999; 03; 05;Capital;Sim;CO TRES LAGOAS 01;
MS;VICENTINA;79710000; 04; 08;Interior;Nao;CO DOURADOS 01;
MS;VILA VARGAS;79878000; 04; 08;Capital;Sim;CO DOURADOS 01;
MT;ACORIZAL;78480000; 04; 15;Interior;Nao;CO CUIABA 01;
MT;AGUA BOA;78635000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ALTA FLORESTA;78580000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ALTO ARAGUAIA;78780000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ALTO BOA VISTA;78665000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;ALTO GARCAS;78770000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ALTO PARAGUAI;78410000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ALTO TAQUARI;78785000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;APIACAS;78595000; 04; 16;Interior;Nao;CO CUIABA 01;
MT;ARAGUAIANA;78685000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;ARAGUAINHA;78615000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;ARAPUTANGA;78260000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ARENAPOLIS;78420000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ARIPUANA;78325000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;BARAO DE MELGACO;78190000; 04; 15;Interior;Nao;CO CUIABA 01;
MT;BARRA DO BUGRES;78390000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;BARRA DO GARCAS;78600000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;BOM JESUS DO ARAGUAIA;78678000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;BRASNORTE;78350000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CACERES;78200000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CAMPINAPOLIS;78630000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CAMPO NOVO DO PARECIS;78360000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CAMPO VERDE;78840000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CAMPOS DE JULIO;78307000; 04; 15;Interior;Nao;CO CUIABA 01;
MT;CANABRAVA DO NORTE;78658000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;CANARANA;78640000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CARLINDA;78587000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;CASTANHEIRA;78345000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;CHAPADA DOS GUIMARAES;78195000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CLAUDIA;78540000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;COCALINHO;78680000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;COLIDER;78500000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;COLNIZA;78335000; 05; 14;Interior;Nao;CO CUIABA 01;
MT;COMODORO;78310000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;CONFRESA;78652000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;CONQUISTA DOESTE;78254000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;COTRIGUACU;78330000; 04; 15;Interior;Nao;CO CUIABA 01;
MT;CUIABA;78051000 a 78099999; 01; 09;Capital;Sim;CO VARZEA GRANDE 01;
MT;CUIABA;78000001 a 78050999; 01; 09;Capital;Sim;CO CUIABA 01;
MT;CURVELANDIA;78237000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;DENISE;78380000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;DIAMANTINO;78400000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;DOM AQUINO;78830000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;FELIZ NATAL;78885000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;FIGUEIROPOLIS DOESTE;78290000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;GAUCHA DO NORTE;78875000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;GENERAL CARNEIRO;78620000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;GLORIA DOESTE;78293000; 10; 20;Interior;Nao;CO CUIABA 01;
MT;GUARANTA DO NORTE;78520000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;GUIRATINGA;78760000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;INDIAVAI;78295000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;IPIRANGA DO NORTE;78578000; 05; 14;Interior;Nao;CO CUIABA 01;
MT;ITANHANGA;78579000; 05; 14;Interior;Nao;CO CUIABA 01;
MT;ITAUBA;78510000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;ITIQUIRA;78790000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JACIARA;78820000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JANGADA;78490000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JAURU;78255000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JUARA;78575000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JUINA;78320000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JURUENA;78340000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;JUSCIMEIRA;78810000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;LAMBARI DOESTE;78278000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;LUCAS DO RIO VERDE;78455000; 03; 14;Interior;Sim;CO CUIABA 01;
MT;LUCIARA;78660000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;MARCELANDIA;78535000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;MATUPA;78525000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;MIRASSOL DOESTE;78280000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOBRES;78460000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NORTELANDIA;78430000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOSSA SENHORA DO LIVRAMENTO;78170000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA BANDEIRANTES;78565000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;NOVA BRASILANDIA;78860000; 04; 15;Interior;Nao;CO CUIABA 01;
MT;NOVA CANAA DO NORTE;78515000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA GUARITA;78508000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;NOVA LACERDA;78243000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA MARILANDIA;78415000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;NOVA MARINGA;78445000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA MONTE VERDE;78593000; 05; 15;Interior;Nao;CO CUIABA 01;
MT;NOVA MUTUM;78450000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA NAZARE;78638000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;NOVA OLIMPIA;78370000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA SANTA HELENA;78548000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA UBIRATA;78888000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVA XAVANTINA;78690000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVO DIAMANTINO;78402000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVO HORIZONTE DO NORTE;78570000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVO MUNDO;78528000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;NOVO SANTO ANTONIO;78674000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;NOVO SAO JOAQUIM;78625000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PARANAITA;78590000; 04; 11;Interior;Nao;CO CUIABA 01;
MT;PARANATINGA;78870000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PEDRA PRETA;78795000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PEIXOTO DE AZEVEDO;78530000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PLANALTO DA SERRA;78855000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;POCONE;78175000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PONTAL DO ARAGUAIA;78698000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PONTE BRANCA;78610000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;PONTES E LACERDA;78250000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PORTO ALEGRE DO NORTE;78655000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;PORTO DOS GAUCHOS;78560000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PORTO ESPERIDIAO;78240000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PORTO ESTRELA;78398000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;POXOREU;78800000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;PRIMAVERA DO LESTE;78850000; 03; 14;Interior;Sim;CO CUIABA 01;
MT;QUERENCIA;78643000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;RESERVA DO CABACAL;78265000; 10; 20;Interior;Nao;CO CUIABA 01;
MT;RIBEIRAO CASCALHEIRA;78675000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;RIBEIRAOZINHO;78613000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;RIO BRANCO;78275000; 04; 15;Interior;Nao;CO CUIABA 01;
MT;RONDOLANDIA;78338000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;RONDONOPOLIS;78700001 a 78750999; 03; 14;Interior;Sim;CO CUIABA 01;
MT;ROSARIO OESTE;78470000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SALTO DO CEU;78270000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SANTA CARMEM;78545000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SANTA CRUZ DO XINGU;78664000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;SANTA RITA DO TRIVELATO;78453000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;SANTA TEREZINHA;78650000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;SANTO AFONSO;78425000; 08; 18;Interior;Nao;CO CUIABA 01;
MT;SANTO ANTONIO DO LESTE;78628000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SANTO ANTONIO DO LEVERGER;78180000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SAO FELIX DO ARAGUAIA;78670000; 05; 16;Interior;Nao;CO CUIABA 01;
MT;SAO JOSE DO POVO;78773000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SAO JOSE DO RIO CLARO;78435000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SAO JOSE DO XINGU;78663000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;SAO JOSE DOS QUATRO MARCOS;78285000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SAO PEDRO DA CIPA;78835000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SAPEZAL;78365000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;SERRA NOVA DOURADA;78668000; 07; 18;Interior;Nao;CO CUIABA 01;
MT;SINOP;78550001 a 78559999; 03; 14;Interior;Sim;CO CUIABA 01;
MT;SORRISO;78890000; 03; 10;Interior;Nao;CO CUIABA 01;
MT;TABAPORA;78563000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;TANGARA DA SERRA;78300000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;TAPURAH;78573000; 05; 14;Interior;Nao;CO CUIABA 01;
MT;TERRA NOVA DO NORTE;78505000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;TESOURO;78775000; 06; 17;Interior;Nao;CO CUIABA 01;
MT;TORIXOREU;78695000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;UNIAO DO SUL;78543000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;VALE DE SAO DOMINGOS;78253000; 10; 20;Interior;Nao;CO CUIABA 01;
MT;VARZEA GRANDE;78110000 a 78161999; 01; 09;Capital;Sim;CO VARZEA GRANDE 01;
MT;VERA;78880000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;VILA BELA DA SANTISSIMA TRINDADE;78245000; 03; 14;Interior;Nao;CO CUIABA 01;
MT;VILA RICA;78645000; 05; 16;Interior;Nao;CO CUIABA 01;
PA;ABAETETUBA;68440000; 10; 14;Interior;Nao;CO BELEM 02;FLUVIAL
PA;ABEL FIGUEIREDO;68527000; 10; 14;Interior;Nao;CO MARABA 01;
PA;ACARA;68690000; 06; 08;Interior;Nao;CO CASTANHAL 01;
PA;AFUA;68890000; 09; 13;Interior;Nao;CO BELEM 02;
PA;AGUA AZUL DO NORTE;68533000; 07; 11;Interior;Nao;CO MARABA 01;
PA;ALENQUER;68200000; 13; 17;Interior;Nao;CO SANTAREM 01;
PA;ALMEIRIM;68230000; 13; 25;Interior;Nao;CO SANTAREM 01;FLUVIAL
PA;ALTAMIRA;68370000 a 68377999; 04; 10;Capital;Sim;CO ALTAMIRA 01;
PA;ALTER DO CHAO;68109000; 04; 16;Interior;Nao;CO SANTAREM 01;
PA;AMERICANO;68792000; 04; 06;Capital;Sim;CO CASTANHAL 01;
PA;ANAJAS;68810000; 12; 16;Interior;Nao;CO BELEM 02;
PA;ANANINDEUA;67000000 a 67199999; 02; 07;Capital;Sim;CO ANANINDEUA 01;
PA;ANAPU;68365000; 07; 11;Interior;Nao;CO ALTAMIRA 01;
PA;ARAPIXUNA;68129000; 05; 17;Interior;Nao;CO SANTAREM 01;
PA;AUGUSTO CORREA;68610000; 06; 08;Interior;Nao;CO CASTANHAL 01;
PA;AURORA DO PARA;68658000; 06; 08;Interior;Nao;CO CASTANHAL 01;
PA;AVEIRO;68150000; 08; 20;Interior;Nao;CO SANTAREM 01;
PA;BAGRE;68475000; 09; 13;Interior;Nao;CO BELEM 02;
PA;BAIAO;68465000; 08; 12;Interior;Nao;CO BELEM 02;FLUVIAL
PA;BANNACH;68388000; 07; 11;Interior;Nao;CO MARABA 01;
PA;BARCARENA;68445000; 10; 14;Interior;Nao;CO BELEM 02;FLUVIAL
PA;BELEM;66000000; 02; 06;Capital;Sim;CO BELEM 02;
PA;BELEM;66000001 a 66999999; 02; 06;Capital;Sim;CO BELEM 02;
PA;BELTERRA;68143000; 12; 16;Interior;Nao;CO SANTAREM 01;
PA;BENEVIDES;68795000; 03; 07;Interior;Nao;CO ANANINDEUA 01;
PA;BOM JESUS DO TOCANTINS;68525000; 06; 10;Interior;Nao;CO MARABA 01;
